icao24,time,lat,lon,alt,vlat,vlon,vz,cross_section,callsign,manufacturerIcao,model
01020a,2022-06-27 23:00:10,47.39329709845074,8.32672119140625,11696.7,128.09655599999996,187.77206,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:00:20,47.3822021484375,8.350639343261719,11711.94,127.58211199999991,187.25761600000013,0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:00:30,47.37048650192002,8.376018817608172,11711.94,127.58211200000002,187.77206000000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:00:40,47.35912775589248,8.400597205528845,11711.94,128.09655599999996,187.77206,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:00:50,47.347686767578125,8.425209045410156,11711.94,128.61100000000002,187.77205999999995,-0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:01:00,47.336334228515625,8.449516296386719,11704.320000000002,128.61100000000002,187.77205999999995,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:01:10,47.32475280761719,8.474372863769531,11704.320000000002,129.125444,187.77206,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:01:20,47.31294250488281,8.499710083007812,11704.320000000002,129.12544400000002,188.28650400000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:01:30,47.30103056309586,8.525249774639422,11704.320000000002,129.63988799999993,188.80094800000006,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:01:40,47.28977966308594,8.549217224121094,11704.320000000002,130.154332,188.80094799999998,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:01:50,47.27794065313824,8.574547400841345,11719.56,130.15433199999998,189.31539199999997,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:02:00,47.26611638473252,8.599759615384615,11711.94,130.154332,189.829836,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:02:10,47.25462341308594,8.624473571777344,11719.56,130.154332,189.829836,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:02:20,47.24285888671875,8.649467468261719,11719.56,131.18322,189.82983599999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:02:30,47.230865478515625,8.675010681152344,11727.18,131.18321999999995,190.34428000000003,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:02:40,47.21946716308594,8.699317932128906,11727.18,131.18321999999995,190.34428000000003,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:02:50,47.20719909667969,8.725410461425781,11734.8,131.18321999999995,190.34428000000003,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:03:00,47.19549663996292,8.750328650841345,11734.8,131.18321999999995,190.34428000000003,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:03:10,47.183990478515625,8.7747802734375,11734.8,131.69766399999997,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:03:20,47.171905517578125,8.800392150878906,11734.8,131.69766399999997,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:03:30,47.160396252648304,8.82476806640625,11742.42,132.212108,190.34428,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:03:40,47.14810180664063,8.850723266601562,11742.42,132.212108,190.85872399999994,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:03:50,47.1363287456965,8.875685471754807,11734.8,132.212108,190.34428,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:04:00,47.12492344743114,8.89977088341346,11734.8,132.212108,190.85872399999994,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:04:10,47.11295952231197,8.925053523137018,11734.8,132.212108,190.34428,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:04:20,47.10113525390625,8.95001220703125,11734.8,132.212108,190.34428,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:04:30,47.08927917480469,8.975074768066406,11742.420000000002,132.212108,190.34428,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:04:40,47.07734706038136,9.000267615685095,11742.420000000002,132.212108,190.85872399999994,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:04:50,47.06524347854873,9.025831956129808,11742.420000000002,132.212108,190.85872399999994,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:05:00,47.053326105667374,9.0509033203125,11742.420000000002,132.72655200000005,190.858724,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:05:10,47.04158020019531,9.075599670410156,11742.420000000002,132.72655200000005,190.858724,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:05:20,47.02981722556938,9.100200946514422,11734.8,133.24099600000008,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:05:30,47.01777648925781,9.125381469726562,11742.420000000002,133.24099600000008,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:05:40,47.00559997558594,9.150924682617188,11734.8,133.24099600000002,190.85872399999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:05:50,46.99360656738281,9.175987243652344,11742.42,133.24099600000002,190.85872399999997,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:06:00,46.98182186837924,9.200697678786057,11734.8,133.75544,190.85872400000002,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:06:10,46.96957862983315,9.22619159405048,11734.8,133.75544,190.85872400000002,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:06:20,46.95744323730469,9.25165557861328,11742.420000000002,133.24099600000002,190.85872399999997,0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:06:30,46.94544982910156,9.276580810546877,11750.04,133.24099600000005,189.82983599999994,0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:06:40,46.933502197265625,9.301437377929688,11757.66,133.24099600000005,189.82983599999994,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:06:50,46.922149658203125,9.32512664794922,11757.66,133.24099600000008,190.34428000000003,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:07:00,46.91011047363281,9.350257873535156,11750.04,132.726552,190.34428,-0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:07:10,46.8980278403072,9.375563401442308,11750.04,132.72655199999997,189.82983600000006,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:07:20,46.8862501241393,9.40014178936298,11742.42,132.72655199999994,188.80094800000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:07:30,46.87391378111758,9.425494854266828,11757.660000000002,133.24099599999997,187.77205999999998,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:07:40,46.86250848285222,9.449066162109377,11757.660000000002,132.72655199999997,187.25761599999998,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:07:50,46.85049800549523,9.473785400390623,11765.28,132.21210799999997,186.74317199999996,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:08:00,46.83867373708951,9.49822998046875,11765.28,131.697664,186.74317200000002,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:08:10,46.82689602092161,9.522605895996094,11757.660000000002,131.18321999999995,186.22872800000002,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:08:20,46.81489562988281,9.54725312023628,11765.28,131.18322000000006,185.71428399999996,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:08:30,46.80317687988281,9.57150342987805,11757.660000000002,130.6687760000001,185.19983999999994,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:08:40,46.79154968261719,9.595418790491616,11765.28,130.154332,184.68539600000005,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:08:50,46.77964782714844,9.620004049161588,11765.28,130.15433199999998,184.17095200000003,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:09:00,46.76810054455773,9.64373016357422,11757.66,130.15433199999998,184.17095200000003,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:09:10,46.7567138671875,9.667164872332318,11757.66,130.15433199999995,183.65650800000006,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:09:20,46.74494934082031,9.691415181974088,11750.04,130.15433199999995,183.65650800000006,-0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:09:30,46.73295593261719,9.716134420255337,11742.42,129.639888,183.65650800000003,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:09:40,46.72140865002648,9.739997863769531,11742.42,129.639888,183.14206399999998,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:09:50,46.71009645623676,9.763137817382812,11742.42,129.639888,183.14206399999998,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:10:00,46.69813253111758,9.7877197265625,11750.04,129.125444,182.62762000000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:10:10,46.68654102390095,9.811546325683594,11750.04,129.63988799999998,182.62762000000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:10:20,46.67522883011123,9.834617614746094,11750.04,129.63988799999998,182.62762000000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:10:30,46.663421630859375,9.858755716463415,11750.04,129.63988799999998,182.62762000000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:10:40,46.65190615896451,9.88227081298828,11757.660000000002,130.15433199999995,183.14206400000003,1.30048,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:10:50,46.64012145996094,9.906251488662347,11765.28,130.668776,183.656508,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:11:00,46.62808227539063,9.930769757526678,11765.28,131.69766400000003,184.68539599999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:11:10,46.6160888671875,9.955154046779729,11772.9,132.21210800000006,185.19983999999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:11:20,46.60432434082031,9.979069407393292,11772.9,132.21210799999997,185.71428400000005,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:11:30,46.59260559082031,10.00291777820122,11772.9,132.21210800000006,185.19983999999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:11:40,46.580841064453125,10.026833138814789,11772.9,132.21210800000006,185.19983999999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:11:50,46.56884765625,10.051217428067837,11772.9,132.72655199999997,185.71428400000005,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:12:00,46.55680847167969,10.075735696932163,11772.9,133.24099599999985,186.22872800000007,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:12:10,46.54497566869704,10.099594116210938,11772.9,133.75544000000016,186.7431719999999,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:12:20,46.53291863910222,10.12397003173828,11780.52,134.78432800000002,187.77206000000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:12:30,46.52046203613281,10.149089534108231,11780.52,135.298772,188.28650400000004,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:12:40,46.50875802767479,10.17279052734375,11780.52,135.813216,188.80094799999998,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:12:50,46.49618892346398,10.198127746582031,11788.14,135.81321599999998,189.31539199999997,0.65024,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:13:00,46.4839456849179,10.2227783203125,11795.76,136.3276600000001,189.82983599999994,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:13:10,46.47216796875,10.246626691120428,11795.76,136.32765999999998,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:13:20,46.4595988645392,10.271942138671877,11795.76,136.84210399999998,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:13:30,46.44749450683594,10.296266137099847,11795.76,136.84210399999998,190.34428000000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:13:40,46.435298596398304,10.320899963378906,11795.76,136.32765999999998,190.34428000000003,-0.97536,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:13:50,46.422637939453125,10.346307521913111,11780.52,135.813216,188.80094799999998,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:14:00,46.4109517760196,10.369720458984377,11780.52,134.78432800000004,186.743172,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:14:10,46.39874267578125,10.394205232945884,11788.14,133.75544000000002,185.19984000000002,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:14:20,46.38693082130561,10.41778564453125,11780.52,133.240996,184.68539599999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:14:30,46.3751220703125,10.441567025533535,11788.14,132.72655199999997,184.170952,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:14:40,46.36294555664063,10.465951314786588,11788.14,132.72655199999997,184.170952,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:14:50,46.35085283699682,10.490226745605469,11788.14,133.240996,184.68539599999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:15:00,46.33891296386719,10.51411698504192,11788.14,133.75543999999996,184.68539600000003,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:15:10,46.32701809123411,10.537742614746094,11788.14,134.2698840000001,185.19983999999997,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:15:20,46.31465148925781,10.562282655297256,11788.14,134.78432800000002,185.19984,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:15:30,46.30238342285156,10.586532964939025,11788.14,134.7843280000001,185.714284,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:15:40,46.29094010692532,10.609291076660156,11788.14,135.29877199999996,186.22872800000002,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:15:50,46.27825927734375,10.63463164538872,11788.14,135.29877199999999,187.25761600000007,-0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:16:00,46.26622009277344,10.658680985613568,11788.14,135.81321600000007,187.77205999999998,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:16:10,46.25407073457362,10.682830810546877,11788.14,136.32766000000004,187.77205999999998,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:16:20,46.24177551269531,10.707315584508384,11788.14,136.32765999999992,188.286504,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:16:30,46.22977046643273,10.731033325195312,11795.76,136.842104,188.28650400000004,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:16:40,46.21706170550847,10.756095886230469,11795.760000000002,137.87099199999992,187.77206000000007,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:16:50,46.20501708984375,10.779798554211128,11811.0,137.35654799999995,188.286504,0.32512,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:17:00,46.192657470703125,10.804115853658535,11811.0,137.35654799999995,188.286504,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:17:10,46.180206298828125,10.828701112328506,11803.38,137.35654799999995,188.286504,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:17:20,46.16798400878906,10.852750452553355,11811.0,137.35654799999995,188.286504,0.0,,MSR802,AIRBUS,A320-251N
01020a,2022-06-27 23:17:30,46.15556619935116,10.877151489257812,11811.0,137.35654799999995,188.286504,0.0,,MSR802,AIRBUS,A320-251N
01020b,2022-06-27 23:06:40,46.57979674258474,5.4597930908203125,11049.0,101.85991200000011,221.72536399999998,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:06:50,46.57071905621027,5.4883575439453125,11056.62,101.85991200000011,221.72536399999998,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:07:00,46.56173447431144,5.516990661621094,11056.62,101.34546800000003,221.725364,0.65024,,MSR780,AIRBUS,''
01020b,2022-06-27 23:07:10,46.55256368346133,5.545829772949219,11064.24,101.85991200000011,221.72536399999998,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:07:20,46.54334634037341,5.57501220703125,11064.24,101.85991200000011,221.72536399999998,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:07:30,46.5341755495233,5.603851318359375,11064.24,102.37435600000009,221.21091999999996,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:07:40,46.52495820643538,5.6325531005859375,11064.24,102.37435600000006,220.69647599999996,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:07:50,46.515655517578125,5.661710413490854,11064.24,102.37435600000013,220.18203199999996,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:08:00,46.50650024414063,5.690382050304878,11064.24,101.85991200000004,220.18203199999996,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:08:10,46.4974365234375,5.718718738090701,11064.24,101.85991200000004,220.18203199999996,-0.97536,,MSR780,AIRBUS,''
01020b,2022-06-27 23:08:20,46.48814392089844,5.747859303544208,11049.0,101.85991199999995,219.66758800000002,-0.65024,,MSR780,AIRBUS,''
01020b,2022-06-27 23:08:30,46.479150804422666,5.775856018066406,11049.0,101.34546799999985,218.63870000000009,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:08:40,46.4703369140625,5.8035948218368905,11056.62,101.34546799999985,218.63870000000009,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:08:50,46.46113586425781,5.832266458650915,11049.0,100.83102399999997,218.6387,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:09:00,46.45179748535156,5.861607993521342,11056.62,100.83102400000004,219.15314399999997,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:09:10,46.44274695444915,5.889907836914063,11056.62,101.34546800000004,219.153144,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:09:20,46.43390202926377,5.917579650878906,11056.62,101.85991200000008,219.15314399999997,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:09:30,46.42445192498676,5.946830749511719,11056.62,101.85991200000001,218.6387,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:09:40,46.41528113413665,5.975257873535156,11056.62,101.85991200000001,218.6387,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:09:50,46.40643620895127,6.0027923583984375,11056.62,101.34546799999985,218.63870000000009,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:10:00,46.39718627929688,6.031494140625001,11056.62,101.34546800000003,218.12425599999995,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:10:10,46.388187731726696,6.059303283691406,11056.62,101.85991199999998,217.09536800000004,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:10:20,46.37896728515625,6.087564607945884,11056.62,101.85991199999997,216.58092400000007,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:10:30,46.36967468261719,6.116236244759909,11056.62,101.34546799999997,216.58092399999998,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:10:40,46.3604736328125,6.144572932545732,11056.62,100.83102400000007,216.58092399999995,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:10:50,46.35150146484375,6.172306712080793,11049.000000000002,100.83102400000008,216.06648000000004,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:11:00,46.342529296875,6.200040491615854,11049.000000000002,100.83102400000007,215.552036,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:11:10,46.33360290527344,6.227640291539634,11049.000000000002,100.83102400000014,215.03759199999993,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:11:20,46.32444763183594,6.255776009908537,11056.62,100.83102400000008,214.523148,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:11:30,46.31529235839844,6.2838447384718,11056.62,100.83102400000008,214.523148,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:11:40,46.306348897643005,6.3112335205078125,11056.62,101.34546800000015,214.00870399999994,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:11:50,46.29727121126854,6.3389739990234375,11673.84,101.34546800000015,214.00870399999994,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:12:00,46.28791809082031,6.367381026105184,11049.0,101.34546800000015,214.00870399999994,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:12:10,46.27916239075741,6.3941802978515625,11049.0,101.34546800000011,214.52314800000002,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:12:20,46.26980539095604,6.4227447509765625,11049.0,101.34546800000015,214.00870399999994,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:12:30,46.26068115234375,6.450485229492188,11056.62,101.34546800000011,214.52314800000002,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:12:40,46.25189208984375,6.477311297160823,11056.62,101.85991199999991,214.52314800000002,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:12:50,46.24252577959481,6.505828857421875,11064.240000000002,101.859912,215.55203600000002,0.97536,,MSR780,AIRBUS,''
01020b,2022-06-27 23:13:00,46.23344421386719,6.533314774676068,11071.86,102.88880000000003,216.580924,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:13:10,46.22423075013241,6.561241149902344,11071.86,103.40324400000006,217.09536800000004,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:13:20,46.21458435058594,6.590457078887195,11071.86,103.40324399999994,217.60981199999998,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:13:30,46.20560985500529,6.61761474609375,11071.86,103.91768800000004,218.124256,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:13:40,46.19590759277344,6.645991627762958,11071.86,108.54768400000005,215.037592,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:13:50,46.18587170617055,6.673027038574219,11071.86,116.264344,210.40759599999998,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:14:00,46.175079345703125,6.699583472275153,11071.86,122.95211600000009,204.74871199999995,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:14:10,46.16340637207031,6.72611143530869,11071.86,129.12544399999993,199.604272,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:14:20,46.15160925913665,6.752265930175781,11079.48,129.6398880000001,199.08982799999998,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:14:30,46.14006042480469,6.777894555068598,11071.86,129.12544399999993,199.604272,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:14:40,46.12865900589248,6.803215026855469,11079.48,129.12544399999993,199.604272,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:14:50,46.11676025390625,6.829610685022867,11079.48,129.12544400000002,199.08982800000004,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:15:00,46.10577392578125,6.853994974275915,11079.48,129.12544399999987,198.57538400000007,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:15:10,46.09411724543167,6.8797760009765625,11079.48,129.12544399999987,198.57538400000007,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:15:20,46.08201599121094,6.906514981897867,11079.48,129.1254439999999,198.06094000000007,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:15:30,46.07052612304688,6.931837128429879,11079.48,128.61099999999996,198.575384,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:15:40,46.05906341035488,6.957298278808594,11087.1,128.61099999999996,198.575384,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:15:50,46.047454833984375,6.983017339939025,11079.48,128.61099999999996,198.06094000000004,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:16:00,46.03620626158633,7.007835388183594,11087.1,128.61100000000013,197.54649599999996,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:16:10,46.02428888870498,7.03399658203125,11094.72,128.61100000000005,197.03205199999996,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:16:20,46.013031005859375,7.058715820312501,11094.72,128.61100000000002,196.51760799999997,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:16:30,46.001495361328125,7.083970977038873,11094.72,128.611,196.00316400000003,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:16:40,45.9898681640625,7.109494092987806,11094.72,128.611,196.00316400000003,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:16:50,45.978424072265625,7.134481290491617,11094.72,128.09655599999994,195.4887200000001,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:17:00,45.96688997947563,7.159721374511719,11102.34,128.09655600000008,194.97427599999997,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:17:10,45.95515881554555,7.185333251953125,11094.72,127.58211200000002,194.974276,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:17:20,45.94370696504237,7.210395812988281,11102.34,127.58211200000011,194.45983199999992,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:17:30,45.9322551145392,7.235389709472656,11102.34,127.58211200000001,193.94538799999995,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:17:40,45.92103602522511,7.259834289550781,11102.34,127.58211200000001,193.94538799999995,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:17:50,45.90943908691406,7.285208353182165,11094.72,127.58211200000001,193.94538799999995,-0.65024,,MSR780,AIRBUS,''
01020b,2022-06-27 23:18:00,45.89803921974311,7.309959411621094,11094.72,127.06766799999998,193.945388,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:18:10,45.88668823242188,7.334914788967226,11094.72,126.55322399999997,193.94538799999998,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:18:20,45.87510681152344,7.360303925304879,11094.72,126.55322399999996,193.43094400000004,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:18:30,45.864166259765625,7.384085306307165,11094.72,126.55322400000001,192.91649999999998,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:18:40,45.852447509765625,7.409608422256098,11094.72,126.553224,192.402056,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:18:50,45.84095764160156,7.4345286299542686,11087.1,126.55322400000003,191.887612,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:19:00,45.829925537109375,7.458377000762196,11094.72,126.55322399999999,191.37316800000008,0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:19:10,45.81843489307468,7.483268737792969,11102.34,126.03878000000005,190.85872400000002,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:19:20,45.80707614704714,7.507713317871094,11102.34,126.55322400000006,190.34427999999994,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:19:30,45.79576395325741,7.532157897949219,11094.72,126.03877999999999,190.34428,-0.32512,,MSR780,AIRBUS,''
01020b,2022-06-27 23:19:40,45.78463796841896,7.556053161621094,11094.72,126.03878,189.829836,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:19:50,45.773465431342686,7.580154418945312,11094.72,125.524336,189.82983600000003,0.0,,MSR780,AIRBUS,''
01020b,2022-06-27 23:20:00,45.76187392412606,7.605216979980469,11094.72,125.52433599999996,189.31539199999997,-0.65024,,MSR780,AIRBUS,''
